Incident_Type,date,time,ampm,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,1/18/17,5:08:19,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF MORRIS ROAD SE,7D,703,26
Stop & Frisk,1/19/17,1:40:30,AM,2017,Person,White,Male,Not Hispanic Or Latino,1200 BLOCK OF 18TH STREET NW,2D,208,22
Stop & Frisk,1/19/17,3:04:23,AM,2017,Person,Black,Male,Unknown,1200 BLOCK OF SOUTHERN AVENUE SE,7D,701,Juvenile
Stop & Frisk,1/19/17,11:21:51,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF CHURCH STREET NW,2D,208,60
Stop & Frisk,1/19/17,8:59:56,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703,44
Stop & Frisk,1/19/17,10:33:39,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF 14TH STREET NW,4D,409,28
Stop & Frisk,1/20/17,3:04:13,PM,2017,Person,Black,Female,Unknown,500 BLOCK OF INDIANA AVENUE NW,1D,102,32
Stop & Frisk,1/20/17,3:23:12,PM,2017,Person,Black,Male,Unknown,2600 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703,18
Stop & Frisk,1/20/17,3:23:12,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703,18
Stop & Frisk,1/20/17,5:04:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 13TH STREET NW,3D,307,41
Stop & Frisk,1/20/17,6:06:22,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF RESERVOIR ROAD NW,2D,206,Juvenile
Stop & Frisk,1/20/17,6:06:22,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF RESERVOIR ROAD NW,2D,206,Juvenile
Stop & Frisk,1/20/17,6:06:22,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF RESERVOIR ROAD NW,2D,206,Juvenile
Stop & Frisk,1/20/17,6:06:22,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF RESERVOIR ROAD NW,2D,206,Juvenile
Stop & Frisk,1/20/17,6:06:22,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF RESERVOIR ROAD NW,2D,206,Unknown
Stop & Frisk,1/20/17,6:06:22,PM,2017,Person,Black,Male,Unknown,3700 BLOCK OF RESERVOIR ROAD NW,2D,206,Unknown
Stop & Frisk,1/20/17,6:37:14,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF INDIANA AVENUE NW,1D,102,47
Stop & Frisk,1/20/17,9:57:11,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF Q STREET SE,6D,607,60
Stop & Frisk,1/21/17,4:29:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF BLAINE STREET NE,6D,603,20
Stop & Frisk,1/21/17,8:24:13,AM,2017,Person,Black,Male,Unknown,2400 BLOCK OF ALABAMA AVENUE SE,7D,703,37
Stop & Frisk,1/21/17,9:34:33,AM,2017,,,,,2800 BLOCK OF 12TH STREET NE,5D,505,
Stop & Frisk,1/21/17,9:58:05,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 14TH STREET SE,7D,701,28
Stop & Frisk,1/21/17,9:58:05,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 14TH STREET SE,7D,701,54
Stop & Frisk,1/21/17,12:11:19,PM,2017,Person,Asian,Male,Not Hispanic Or Latino,1000 BLOCK OF 14TH STREET NW,1D,101,44
Stop & Frisk,1/21/17,2:51:57,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,505,24
Stop & Frisk,1/21/17,3:48:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 14TH PLACE NE,1D,108,Juvenile
Stop & Frisk,1/21/17,10:41:02,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF PENNSYLVANIA AVENUE SE,6D,603,25
Stop & Frisk,1/21/17,10:41:02,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF PENNSYLVANIA AVENUE SE,6D,603,Unknown
Stop & Frisk,1/22/17,1:45:02,AM,2017,Person,White,Male,Unknown,1200 BLOCK OF WISCONSIN AVENUE NW,2D,206,40
Stop & Frisk,1/22/17,4:58:04,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF V STREET NW,3D,301,21
Stop & Frisk,1/22/17,5:20:52,AM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF F STREET NW,1D,101,21
Stop & Frisk,1/22/17,6:11:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF ELVANS ROAD SE,7D,703,24
Stop & Frisk,1/22/17,1:16:14,PM,2017,,,,,4200 BLOCK OF JENIFER STREET NW,2D,202,
Stop & Frisk,1/22/17,8:07:10,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF PENNSYLVANIA AVENUE SE,6D,607,20
Stop & Frisk,1/22/17,8:54:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,43
Stop & Frisk,1/22/17,8:54:00,PM,2017,Person,Black,Male,Unknown,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,45
Stop & Frisk,1/22/17,9:21:39,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,36
Stop & Frisk,1/22/17,10:54:16,PM,2017,Person,Black,Male,Unknown,800 BLOCK OF 7TH STREET NW,1D,102,34
Stop & Frisk,1/23/17,5:58:27,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,18
Stop & Frisk,1/23/17,5:58:27,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,32
Stop & Frisk,1/24/17,6:23:12,AM,2017,Person,Black,Male,Unknown,600 BLOCK OF H STREET NW,1D,101,Juvenile
Stop & Frisk,1/24/17,4:41:41,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703,Juvenile
Stop & Frisk,1/24/17,6:33:00,PM,2017,Person,Black,Male,Unknown,4200 BLOCK OF 14TH STREET NW,4D,404,26
Stop & Frisk,1/24/17,9:47:40,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF RIDGE ROAD SE,6D,603,47
Stop & Frisk,1/24/17,9:57:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF ALABAMA AVENUE SE,7D,704,29
Stop & Frisk,1/24/17,9:57:22,PM,2017,Person,Black,Male,Unknown,1500 BLOCK OF ALABAMA AVENUE SE,7D,704,46
Stop & Frisk,1/24/17,10:37:40,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF K STREET NW,2D,208,Juvenile
Stop & Frisk,1/24/17,10:37:40,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF K STREET NW,2D,208,Juvenile
Stop & Frisk,1/25/17,1:39:08,AM,2017,Person,Black,Female,Not Hispanic Or Latino,UNIT BLOCK OF KENNEDY STREET NW,4D,406,23
Stop & Frisk,1/25/17,3:47:03,AM,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,602,36
Stop & Frisk,1/25/17,7:07:06,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF I STREET NE,5D,507,24
Stop & Frisk,1/25/17,11:34:51,PM,2017,Person,Black,Female,Not Hispanic Or Latino,200 BLOCK OF 50TH STREET SE,6D,602,Juvenile
Stop & Frisk,1/25/17,11:34:51,PM,2017,Person,Black,Female,Not Hispanic Or Latino,200 BLOCK OF 50TH STREET SE,6D,602,Juvenile
Stop & Frisk,1/26/17,2:54:49,AM,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 35TH STREET NE,6D,607,24
Stop & Frisk,1/26/17,4:20:43,AM,2017,Person,Black,Male,Unknown,4900 BLOCK OF B STREET SE,6D,603,27
Stop & Frisk,1/26/17,4:40:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF MONTANA AVENUE NE,5D,505,29
Stop & Frisk,1/26/17,4:43:35,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF MORTON STREET NW,3D,302,22
Stop & Frisk,1/26/17,4:54:13,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF ALABAMA AVENUE SE,6D,605,47
Stop & Frisk,1/26/17,5:18:35,PM,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,1/26/17,5:18:35,PM,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,1/26/17,5:18:35,PM,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,1/26/17,5:18:35,PM,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,22
Stop & Frisk,1/26/17,5:18:35,PM,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Juvenile
Stop & Frisk,1/26/17,5:18:35,PM,2017,Person,White,Female,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Unknown
Stop & Frisk,1/26/17,9:48:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF F STREET NE,1D,102,29
Stop & Frisk,1/26/17,11:37:44,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF I STREET NE,5D,507,Unknown
Stop & Frisk,1/27/17,2:57:36,PM,2017,Person,Black,Female,Unknown,600 BLOCK OF MORTON STREET NW,3D,302,64
Stop & Frisk,1/27/17,5:19:59,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF FAIRMONT STREET NW,3D,304,Juvenile
Stop & Frisk,1/27/17,5:19:59,PM,2017,Person,Black,Female,Unknown,1400 BLOCK OF FAIRMONT STREET NW,3D,304,Juvenile
Stop & Frisk,1/27/17,6:07:26,PM,2017,Person,Black,Male,Unknown,900 BLOCK OF BELLEVUE STREET SE,7D,706,26
Stop & Frisk,1/27/17,11:14:50,PM,2017,Person,Black,Female,Unknown,7600 BLOCK OF GEORGIA AVENUE NW,4D,401,18
Stop & Frisk,1/27/17,11:14:50,PM,2017,Person,Black,Male,Unknown,7600 BLOCK OF GEORGIA AVENUE NW,4D,401,21
Stop & Frisk,1/27/17,11:14:50,PM,2017,Person,Black,Male,Not Hispanic Or Latino,7600 BLOCK OF GEORGIA AVENUE NW,4D,401,24
Stop & Frisk,1/27/17,11:14:51,PM,2017,Person,Black,Male,Unknown,5900 BLOCK OF 9TH STREET NW,4D,402,Juvenile
Stop & Frisk,1/28/17,12:32:18,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 13TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/17,12:32:18,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 13TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/17,2:17:09,AM,2017,Person,Black,Male,Unknown,1200 BLOCK OF 17TH STREET NE,5D,507,18
Stop & Frisk,1/28/17,2:17:09,AM,2017,Person,Black,Male,Unknown,1200 BLOCK OF 17TH STREET NE,5D,507,Juvenile
Stop & Frisk,1/28/17,3:29:26,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF TRACY PLACE NW,2D,208,19
Stop & Frisk,1/28/17,3:34:20,AM,2017,Person,Unknown,Male,Hispanic Or Latino,1200 BLOCK OF CONNECTICUT AVENUE NW,2D,208,33
Stop & Frisk,1/28/17,4:20:15,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF NEWARK STREET NW,2D,205,21
Stop & Frisk,1/28/17,4:23:05,AM,2017,Person,Unknown,Male,Hispanic Or Latino,1300 BLOCK OF SPRING ROAD NW,4D,409,30
Stop & Frisk,1/28/17,8:21:38,AM,2017,Person,Black,Male,Unknown,400 BLOCK OF L STREET NW,1D,102,26
Stop & Frisk,1/28/17,5:43:07,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 4TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/17,5:43:07,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 4TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/17,5:43:07,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 4TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/17,7:14:04,PM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF DELAFIELD PLACE NW,4D,407,29
Stop & Frisk,1/28/17,7:45:32,PM,2017,,,,,1500 BLOCK OF L STREET NW,2D,207,
Stop & Frisk,1/28/17,8:05:15,PM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 12TH STREET NW,3D,305,Juvenile
Stop & Frisk,1/28/17,8:05:15,PM,2017,Person,Black,Male,Unknown,1900 BLOCK OF 12TH STREET NW,3D,305,Juvenile
Stop & Frisk,1/28/17,8:37:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/17,8:37:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/17,8:37:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/17,8:37:20,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/17,8:47:00,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1000 BLOCK OF 5TH STREET SE,1D,106,39
Stop & Frisk,1/28/17,8:47:00,PM,2017,Person,Black,Male,Unknown,1000 BLOCK OF 5TH STREET SE,1D,106,57
Stop & Frisk,1/28/17,8:47:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF 5TH STREET SE,1D,106,58
Stop & Frisk,1/28/17,9:16:50,PM,2017,Person,Black,Male,Unknown,3200 BLOCK OF O STREET NW,6D,605,37
Stop & Frisk,1/28/17,9:16:50,PM,2017,Person,White,Male,Unknown,3200 BLOCK OF O STREET NW,6D,605,46
Stop & Frisk,1/28/17,9:26:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,Juvenile
Stop & Frisk,1/28/17,9:49:18,PM,2017,Person,Black,Male,Unknown,5000 BLOCK OF BENNING ROAD SE,6D,604,31
Stop & Frisk,1/28/17,10:12:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF WISCONSIN AVENUE NW,2D,208,21
Stop & Frisk,1/28/17,10:40:51,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF MINNESOTA AVENUE NE,6D,603,26
Stop & Frisk,1/29/17,10:28:44,AM,2017,Person,Black,Male,Not Hispanic Or Latino,6600 BLOCK OF GEORGIA AVENUE NW,4D,401,47
Stop & Frisk,1/29/17,9:50:45,PM,2017,Person,Unknown,Female,Unknown,5100 BLOCK OF QUEEN'S STROLL PLACE SE,6D,604,18
Stop & Frisk,1/29/17,9:50:45,PM,2017,Person,Native Hawaiian Or Other Pacific Islander,Male,Unknown,5100 BLOCK OF QUEEN'S STROLL PLACE SE,6D,604,Unknown
Stop & Frisk,1/29/17,11:15:53,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF 14TH STREET NW,3D,304,Juvenile
Stop & Frisk,1/30/17,6:28:11,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF BENNING ROAD SE,6D,604,21
Stop & Frisk,1/30/17,9:22:55,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF BENNING ROAD SE,6D,604,30
Stop & Frisk,1/30/17,10:13:44,PM,2017,Person,Unknown,Male,Hispanic Or Latino,3300 BLOCK OF SHERMAN AVENUE NW,3D,302,21
Stop & Frisk,1/31/17,1:03:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,50
Stop & Frisk,1/31/17,1:03:33,AM,2017,Person,Black,Male,Unknown,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,57
Stop & Frisk,1/31/17,9:02:10,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF MARYLAND AVENUE NE,1D,104,26
Stop & Frisk,1/31/17,10:53:51,AM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 4TH STREET NE,1D,107,25
Stop & Frisk,1/31/17,11:12:21,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF MISSOURI AVENUE NW,4D,402,21
Stop & Frisk,1/31/17,3:43:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF A STREET SE,1D,108,32
Stop & Frisk,1/31/17,7:50:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF BOWEN ROAD SE,7D,703,21
Stop & Frisk,1/31/17,7:50:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF BOWEN ROAD SE,7D,703,22
Stop & Frisk,1/31/17,10:11:54,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF CONDON TERRACE SE,7D,706,36
Stop & Frisk,1/31/17,10:11:54,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF CONDON TERRACE SE,7D,706,43
Stop & Frisk,1/31/17,10:24:54,PM,2017,Person,White,Male,Unknown,700 BLOCK OF 6TH STREET NW,1D,102,Unknown
Stop & Frisk,2/1/17,9:17:04,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,41
Stop & Frisk,2/1/17,10:07:43,AM,2017,Person,White,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NW,5D,501,37
Stop & Frisk,2/1/17,10:07:43,AM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NW,5D,501,37
Stop & Frisk,2/1/17,5:33:28,PM,2017,Person,Black,Male,Unknown,2400 BLOCK OF 24TH STREET SE,7D,702,41
Stop & Frisk,2/1/17,7:09:37,PM,2017,Person,Black,Male,Unknown,1800 BLOCK OF FRANKLIN STREET NE,5D,504,44
Stop & Frisk,2/1/17,8:23:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF H STREET SE,6D,604,28
Stop & Frisk,2/1/17,8:28:34,PM,2017,Person,Black,Female,Not Hispanic Or Latino,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Juvenile
Stop & Frisk,2/1/17,8:28:34,PM,2017,Person,Black,Female,Not Hispanic Or Latino,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Juvenile
Stop & Frisk,2/1/17,8:28:34,PM,2017,Person,Black,Female,Not Hispanic Or Latino,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Juvenile
Stop & Frisk,2/1/17,8:28:34,PM,2017,Person,Black,Female,Unknown,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Unknown
Stop & Frisk,2/1/17,8:43:52,PM,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/17,8:43:52,PM,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/17,8:43:52,PM,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/17,8:43:52,PM,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/17,8:43:52,PM,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/17,10:06:23,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF PARK PLACE SE,6D,606,20
Stop & Frisk,2/2/17,12:23:13,AM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/2/17,2:32:13,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 15TH STREET NW,2D,207,53
Stop & Frisk,2/2/17,3:42:07,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 4TH STREET SE,7D,706,24
Stop & Frisk,2/2/17,4:00:32,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705,57
Stop & Frisk,2/2/17,5:42:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,28
Stop & Frisk,2/2/17,9:49:56,AM,2017,,,,,3200 BLOCK OF 4TH STREET SE,7D,705,
Stop & Frisk,2/2/17,5:01:53,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF 14TH STREET NW,4D,404,33
Stop & Frisk,2/2/17,6:27:20,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF NORTH CAPITOL STREET NE,5D,502,23
Stop & Frisk,2/2/17,6:38:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,18
Stop & Frisk,2/2/17,6:38:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,22
Stop & Frisk,2/2/17,6:38:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,23
Stop & Frisk,2/2/17,6:38:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,23
Stop & Frisk,2/2/17,8:27:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF DELAFIELD PLACE NW,4D,407,21
Stop & Frisk,2/2/17,8:27:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF DELAFIELD PLACE NW,4D,407,Juvenile
Stop & Frisk,2/2/17,10:59:25,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF GOOD HOPE ROAD SE,7D,702,23
Stop & Frisk,2/3/17,1:37:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5900 BLOCK OF 17TH STREET NW,4D,403,38
Stop & Frisk,2/3/17,2:41:04,AM,2017,Person,Black,Female,Not Hispanic Or Latino,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,18
Stop & Frisk,2/3/17,2:41:04,AM,2017,Person,Black,Male,Unknown,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,21
Stop & Frisk,2/3/17,2:48:36,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF JENIFER STREET NW,2D,202,35
Stop & Frisk,2/3/17,6:34:14,AM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF PEABODY STREET NW,4D,402,19
Stop & Frisk,2/3/17,3:54:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF A STREET SE,6D,603,25
Stop & Frisk,2/3/17,5:52:11,PM,2017,Person,White,Male,Unknown,800 BLOCK OF 18TH STREET NW,1D,105,40
Stop & Frisk,2/3/17,6:45:49,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF R STREET NW,3D,308,22
Stop & Frisk,2/3/17,6:45:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF R STREET NW,3D,308,31
Stop & Frisk,2/3/17,7:46:43,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,106,Juvenile
Stop & Frisk,2/3/17,7:46:43,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,106,Juvenile
Stop & Frisk,2/3/17,7:46:43,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,106,Juvenile
Stop & Frisk,2/3/17,8:37:12,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603,21
Stop & Frisk,2/3/17,9:35:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF 1ST STREET NW,1D,105,20
Stop & Frisk,2/3/17,9:37:53,PM,2017,Person,Black,Male,Unknown,1500 BLOCK OF BENNING ROAD NE,5D,507,51
Stop & Frisk,2/4/17,12:10:38,AM,2017,Person,Black,Male,Unknown,800 BLOCK OF QUINCY STREET NW,4D,404,18
Stop & Frisk,2/4/17,3:02:48,AM,2017,Person,Black,Male,Unknown,1800 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,45
Stop & Frisk,2/4/17,12:24:36,PM,2017,Person,Black,Male,Unknown,3000 BLOCK OF NAYLOR ROAD SE,7D,701,38
Stop & Frisk,2/4/17,6:26:41,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 14TH STREET NE,5D,505,46
Stop & Frisk,2/4/17,7:10:22,PM,2017,Person,Black,Female,Not Hispanic Or Latino,400 BLOCK OF HAMILTON STREET NW,4D,407,23
Stop & Frisk,2/4/17,7:10:22,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF HAMILTON STREET NW,4D,407,29
Stop & Frisk,2/4/17,7:10:22,PM,2017,Person,Black,Male,Unknown,400 BLOCK OF HAMILTON STREET NW,4D,407,30
Stop & Frisk,2/4/17,7:48:27,PM,2017,Person,Black,Male,Unknown,1100 BLOCK OF BLADENSBURG ROAD NE,5D,506,51
Stop & Frisk,2/4/17,9:30:56,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,32
Stop & Frisk,2/4/17,9:46:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103,54
Stop & Frisk,2/5/17,12:31:10,AM,2017,Person,Black,Male,Unknown,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,18
Stop & Frisk,2/5/17,12:31:10,AM,2017,Person,Black,Male,Unknown,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,Unknown
Stop & Frisk,2/5/17,3:01:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5600 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,608,43
Stop & Frisk,2/5/17,3:55:05,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF 13TH STREET NW,3D,305,47
Stop & Frisk,2/5/17,5:01:00,AM,2017,Person,White,Male,Not Hispanic Or Latino,4600 BLOCK OF SOUTH CAPITOL STREET SW,7D,706,35
